"u,N,18,0","v,N,18,0","key,N,18,0","osmid,C,80","oneway,N,9,0","lanes,C,80","name,C,80","highway,C,80","maxspeed,C,80","length,N,24,15","from,N,18,0","to,N,18,0","ref,C,80","bridge,C,80","tunnel,C,80","junction,C,80","access,C,80"
5391058920,1273887520,0,556053876,0,2,Calle Teniente Jos?® Melit??n Rodr?¡guez,residential,,58.101,1273887520,5391058920,,,,,
5391058920,6125930993,0,653680960,0,2,Calle Domingo Nieto,residential,,131.074,6125930993,5391058920,,,,,
1273702428,2146238405,0,204630881,0,2,Calle Santa Fe,residential,30,99.548,2146238405,1273702428,,,,,
1273702428,1273895941,0,204630881,0,2,Calle Santa Fe,residential,30,85.136,1273895941,1273702428,,,,,
1273702428,2146230784,0,111890972,0,2,Jir??n M?ílaga,residential,,142.881,2146230784,1273702428,,,,,
2146238405,1757027049,0,111904618,0,2,Calle Barcelona,residential,,64.146,1757027049,2146238405,,,,,
1273895941,1757027048,0,111928442,0,2,Calle C??rdova,residential,30,63.66,1757027048,1273895941,,,,,
1273895941,2146230784,0,111928442,0,2,Calle C??rdova,residential,30,109.011,2146230784,1273895941,,,,,
2146230784,1273963267,0,111890972,0,2,Jir??n M?ílaga,residential,,63.241,1273963267,2146230784,,,,,
3338977713,1273851939,0,111941248,1,,Jir??n Pucala,tertiary,30,152.895,3338977713,1273851939,,,,,
3338977713,3350764466,0,327171112,0,,Paramonga,residential,,124.261,3350764466,3338977713,,,,,
1273706925,4267546594,0,438661167,1,3,Avenida Aviaci??n,primary,60,10.871,4267546594,1273706925,,,,,
1273706979,2761921431,0,111883036,0,2,Jir??n Coronel Eudocio Rabines,residential,,41.591,2761921431,1273706979,,,,,
1273706979,1753891995,0,111883036,0,2,Jir??n Coronel Eudocio Rabines,residential,,40.286,1753891995,1273706979,,,,,
1273706979,1804671510,0,111893302,0,,Coronel Lorenzo Iglesias Pino,residential,,69.088,1804671510,1273706979,,,,,
2761921431,1837272272,0,111883036,0,2,Jir??n Coronel Eudocio Rabines,residential,,44.071,1837272272,2761921431,,,,,
2761921431,2990005030,0,271238028,0,,Jir??n Soldado Francisco la Rosa,residential,,136.758,2990005030,2761921431,,,,,
1753891995,5396167027,0,111883036,0,2,Jir??n Coronel Eudocio Rabines,residential,,44.967,5396167027,1753891995,,,,,
1753891995,3471411345,0,111921426,0,,Jir??n Vista Bella,residential,,37.768,3471411345,1753891995,,,,,
1804671510,2799335928,0,111947849,0,,Jir??n Vittore Carpaccio,residential,,28.942,2799335928,1804671510,,,,,
1804671510,1753892003,0,111893302,0,,Coronel Lorenzo Iglesias Pino,residential,,55.867,1753892003,1804671510,,,,,
1273708919,3788360379,0,28746962,1,4,Avenida Alfredo Benavides,primary,60,11.101,1273708919,3788360379,,,,,
1273708919,1273977211,0,111913102,1,1,,residential,30,56.149,1273977211,1273708919,,,,,
1273708919,1412831598,0,28746962,1,4,Avenida Alfredo Benavides,primary,60,17.247,1412831598,1273708919,,,,,
3788360379,4497467907,0,28746962,1,4,Avenida Alfredo Benavides,primary,60,30.344,3788360379,4497467907,,,,,
3788360379,3788360383,0,127704280,0,2,Jir??n Cerro Azul,residential,,165.988,3788360383,3788360379,,,,,
3788360379,1412831631,0,127704280,0,2,Jir??n Cerro Azul,residential,,279.634,1412831631,3788360379,,,,,
1273709852,1753159058,0,310015519,0,,Jir??n Marte,residential,30,49.72,1753159058,1273709852,,,,,
1273709852,1395093756,0,111949258,0,,Jir??n Esteban Camere,residential,30,147.918,1395093756,1273709852,,,,,
1273709852,3231006330,0,"[310015521, 310015518]",0,,Jir??n La Luna,residential,30,290.74,3231006330,1273709852,,,,,
1753159058,1753159065,0,310015519,0,,Jir??n Marte,residential,30,50.629,1753159065,1753159058,,,,,
1753159058,1753159083,0,163648789,0,,Calle Neptuno,residential,,146.677,1753159083,1753159058,,,,,
1395093756,1395088641,0,56000745,1,2,Jir??n El Sol,tertiary,40,67.012,1395093756,1395088641,,,,,
1395093756,1395093758,0,111949258,0,,Jir??n Esteban Camere,residential,30,65.168,1395093758,1395093756,,,,,
1395093756,1753159083,0,56000745,1,2,Jir??n El Sol,tertiary,40,51.23,1753159083,1395093756,,,,,
3231006330,1273961735,0,111908837,0,,Jir??n La Luna,residential,30,45.412,1273961735,3231006330,,,,,
3231006330,3153724417,0,316907324,0,,,residential,,24.655,3153724417,3231006330,,,,,
1273712230,1273815343,0,111909376,0,,Jir??n Mar Peruano,living_street,30,63.862,1273815343,1273712230,,,,,
1273712230,5380610220,0,111955304,0,,Mar del Sur,living_street,,65.266,5380610220,1273712230,,,,,
1273712230,1707072811,0,111955304,0,,Mar del Sur,living_street,,137.347,1707072811,1273712230,,,,,
1273815343,1707072794,0,158522374,0,,Mar Coral,living_street,,106.991,1707072794,1273815343,,,,,
5380610220,5745710566,0,111898200,0,,Oc?®ano Pac?¡fico,living_street,30,62.498,5745710566,5380610220,,,,,
1707072811,1707072794,0,111894168,0,2,Oc?®ano Atl?íntico,living_street,40,53.731,1707072794,1707072811,,,,,
1707072811,1273899304,0,111894168,0,2,Oc?®ano Atl?íntico,living_street,40,88.483,1273899304,1707072811,,,,,
1273712629,1707072855,0,111915473,0,,Calle Mar De Java,living_street,30,65.433,1707072855,1273712629,,,,,
1273712629,6131151337,0,1009171883,1,2,Avenida V?¡a de Evitamiento,tertiary,30,65.532,1273712629,6131151337,,,,,
1273712629,1707072844,0,1009171883,1,2,Avenida V?¡a de Evitamiento,tertiary,30,135.557,1707072844,1273712629,,,,,
1707072855,1273881488,0,111915473,0,,Calle Mar De Java,living_street,30,97.246,1273881488,1707072855,,,,,
1707072855,5416908102,0,111933779,0,,Calle Mar Mediterraneo,living_street,30,94.471,5416908102,1707072855,,,,,
1273713111,1273830648,0,164105071,0,2,Calle Las Cerezas,residential,,49.418,1273830648,1273713111,,,,,
1273830648,1273798943,0,164105071,0,2,Calle Las Cerezas,residential,,53.837,1273798943,1273830648,,,,,
1273714256,1273965027,0,111886485,0,2,Avenida Antares,tertiary,30,48.185,1273965027,1273714256,,,,,
1273714256,3153724405,0,111886485,0,2,Avenida Antares,tertiary,30,65.081,3153724405,1273714256,,,,,
1273714256,1753159018,0,163648812,1,2,Calle General FAP Federico Recavarren,residential,30,65.139,1753159018,1273714256,,,,,
1273965027,1753159075,0,111886485,0,2,Avenida Antares,tertiary,30,158.472,1753159075,1273965027,,,,,
1273965027,1753159021,0,111968624,1,2,Calle General FAP Armando Zamudio,residential,,117.978,1273965027,1753159021,,,,,
3153724405,4269213587,0,428330070,0,2,Avenida Antares,tertiary,,69.771,4269213587,3153724405,,,,,
3153724405,3153724404,0,310015517,0,2,Avenida El Carmen,residential,30,133.439,3153724404,3153724405,,,,,
1415718286,1415718280,0,128025353,0,2,Melchormalo,residential,,74.229,1415718280,1415718286,,,,,
1415718286,1415718272,0,428319469,0,2,Calle Mercaderes,residential,,72.237,1415718272,1415718286,,,,,
2146245191,2146245187,0,"[438597675, 204631391]",0,2,Jir??n Arturo Garc?¡a,residential,,144.222,2146245187,2146245191,,,,,
5416908100,1273853203,0,111884018,0,,Calle Mar Adriatico,living_street,30,62.617,1273853203,5416908100,,,,,
5416908100,1707072844,0,111898200,0,,Oc?®ano Pac?¡fico,living_street,30,89.959,1707072844,5416908100,,,,,
5460960225,1707072893,0,111896174,0,,Jir??n Mar Caribe,living_street,30,111.748,1707072893,5460960225,,,,,
1273899826,1707072894,0,158522375,0,,Oc?®ano ?ürtico,living_street,40,94.313,1707072894,1273899826,,,,,
5494748506,1273785726,0,111930921,0,,Calle Los Montoneros,living_street,,101.647,1273785726,5494748506,,,,,
1273731540,3454210197,0,111969077,0,2,Jir??n Toquepala,residential,30,76.935,3454210197,1273731540,,,,,
1273731540,1757027022,0,111961492,0,2,Jir??n Matarani,residential,,146.696,1757027022,1273731540,,,,,
3454210197,3454181638,0,111968267,0,2,Jir??n Ca????n del Pato,residential,30,84.056,3454181638,3454210197,,,,,
1757027022,5393459743,0,111961492,0,2,Jir??n Matarani,residential,,72.697,5393459743,1757027022,,,,,
1757027022,1757027039,0,111894461,0,2,Jir??n Aguada Blanca,residential,,195.305,1757027039,1757027022,,,,,
1273883446,1273876038,0,428274850,0,,Jir??n Monterrey,tertiary,35,90.438,1273876038,1273883446,,,,,
1600773265,4361742955,0,"[438440008, 438848346]",1,2,Avenida Primavera,secondary,30,33.509,1600773265,4361742955,,,,,
1600773265,4352897781,0,438440008,1,2,Avenida Primavera,secondary,30,88.932,4352897781,1600773265,,,,,
4328118507,8483202821,0,549613101,0,2,Avenida Santiago de Surco,primary,40,246.133,8483202821,4328118507,,,,,
1273742100,3227674569,0,316626450,0,,Calle Los Reformistas,residential,,56.707,3227674569,1273742100,,,,,
1273742100,5396165913,0,484005095,1,,Avenida Paseo de la Rep??blica,residential,,128.769,1273742100,5396165913,,,,,
3227674569,1273760931,0,316626444,1,,Calle Los Libertadores,residential,,170.774,3227674569,1273760931,,,,,
5396165913,4363715778,0,484005095,1,,Avenida Paseo de la Rep??blica,residential,,24.451,5396165913,4363715778,,,,,
7728772927,7728772928,0,827881967,0,1,Pasaje Jos?® de Alb??jar,residential,,55.235,7728772928,7728772927,,,,,
7728772927,5390480734,0,558861599,0,2,Pasaje Manuel Carbajal,residential,,38.034,5390480734,7728772927,,,,,
6577207939,4031954815,0,700377008,1,2,Intercambio Vial El Derby,motorway_link,30,261.343,4031954815,6577207939,,,,,
1273751067,1273894237,0,111969731,1,1,Avenida Los Precursores,tertiary,40,123.11,1273751067,1273894237,,,,,
2146238409,5446017017,0,111937041,0,2,,residential,,155.698,5446017017,2146238409,,,,,
4408825010,4363374334,0,111941073,0,2,Alameda del Arco Iris,residential,,52.002,4363374334,4408825010,,,,,
4408825010,5391032337,0,428330629,0,,Pasaje Unicornio,living_street,,100.305,5391032337,4408825010,,,,,
1273759987,5105502223,0,111933388,0,2,Jir??n Los Herrerillos,residential,,49.008,5105502223,1273759987,,,,,
1273759987,4198077781,0,111933388,0,2,Jir??n Los Herrerillos,residential,,10.119,4198077781,1273759987,,,,,
5105502223,1753910751,0,111933388,0,2,Jir??n Los Herrerillos,residential,,36.986,1753910751,5105502223,,,,,
1273760931,3227674501,0,316901483,1,1,Jir??n Los Conquistadores,residential,,81.43,1273760931,3227674501,,,,,
3150149336,3261272036,0,309680576,0,2,Marqu?®s de Montesclaros,residential,30,53.511,3261272036,3150149336,,,,,
2761654922,6610897496,0,271198379,0,,,residential,,37.819,6610897496,2761654922,,,,,
1273779958,4597036843,0,111883773,0,,,living_street,20,123.57,4597036843,1273779958,,,,,
1273779958,1753903520,0,335971777,1,2,Avenida Paseo de la Rep??blica,tertiary,40,128.314,1273779958,1753903520,,,,,
1273779958,1753903508,0,335971777,1,2,Avenida Paseo de la Rep??blica,tertiary,40,109.984,1753903508,1273779958,,,,,
1753903520,5718813363,0,111923509,0,,Alameda J. M. Arguedas,living_street,,121.818,5718813363,1753903520,,,,,
1753903520,1273788794,0,335971777,1,2,Avenida Paseo de la Rep??blica,tertiary,40,230.974,1753903520,1273788794,,,,,
1273785726,1273978033,0,158522375,0,,Oc?®ano ?ürtico,living_street,40,53.148,1273978033,1273785726,,,,,
1273978033,5745710565,0,158522375,0,,Oc?®ano ?ürtico,living_street,40,50.31,5745710565,1273978033,,,,,
1273978033,1707072922,0,111941802,0,,Morochucos,residential,,206.675,1707072922,1273978033,,,,,
1273786301,1753920977,0,429080346,0,,Calle Villa Marango,residential,,43.406,1753920977,1273786301,,,,,
1273786301,1837272280,0,419812644,0,,Calle Villa Trobar,residential,,109.615,1837272280,1273786301,,,,,
1273786301,1837272280,1,"[428341360, 429080346]",0,,Calle Villa Marango,residential,,264.419,1837272280,1273786301,,,,,
1753920977,4396415623,0,111884429,0,,Jir??n Nelson Guia Gonzales,residential,,73.397,4396415623,1753920977,,,,,
1753920977,4198115520,0,111884429,0,,Jir??n Nelson Guia Gonzales,residential,,71.241,4198115520,1753920977,,,,,
1273787052,4190841430,0,111880135,0,1,Calle 6,residential,,190.173,4190841430,1273787052,,,,,
1273787052,1753159284,0,111947849,0,,Jir??n Vittore Carpaccio,residential,,48.775,1753159284,1273787052,,,,,
4190841430,1753159281,0,111880135,0,1,Calle 6,residential,,42.229,1753159281,4190841430,,,,,
1753159284,1753891991,0,111947849,0,,Jir??n Vittore Carpaccio,residential,,47.478,1753891991,1753159284,,,,,
1753159284,1753892009,0,111954036,0,,Jir??n Vincent Van Gogh,residential,,224.072,1753892009,1753159284,,,,,
1273787710,4499123927,0,111891189,0,,Calle Enrique Campos,residential,40,23.832,4499123927,1273787710,,,,,
1273787710,4499123930,0,111945145,0,,Calle Narciso de la Colina,residential,40,23.14,4499123930,1273787710,,,,,
4499123927,1757042113,0,111891189,0,,Calle Enrique Campos,residential,40,163.056,1757042113,4499123927,,,,,
4499123927,4499123930,0,453114531,0,,,residential,,26.788,4499123930,4499123927,,,,,
4499123930,1757042112,0,111945145,0,,Calle Narciso de la Colina,residential,40,81.62,1757042112,4499123930,,,,,
1273787886,2799354970,0,111924135,0,,Calle Don Pompeyo,residential,,60.922,2799354970,1273787886,,,,,
1273787886,1273875441,0,111924135,0,,Calle Don Pompeyo,residential,,44.763,1273875441,1273787886,,,,,
1273787886,4198115551,0,419812654,0,,Las Hiedras,residential,,38.377,4198115551,1273787886,,,,,
2799354970,1753920991,0,111946732,0,,Calle Do??a Nelly,residential,,52.98,1753920991,2799354970,,,,,
2799354970,2799360139,0,111946732,0,,Calle Do??a Nelly,residential,,17.372,2799360139,2799354970,,,,,
1273875441,2799349184,0,111924135,0,,Calle Don Pompeyo,residential,,52.84,2799349184,1273875441,,,,,
1273875441,2799365072,0,275297887,0,,Las Camelias,residential,,54.205,2799365072,1273875441,,,,,
4198115551,2799360139,0,275297324,0,,Calle Las Flores,residential,,59.85,2799360139,4198115551,,,,,
4198115551,2799365072,0,275297324,0,,Calle Las Flores,residential,,43.679,2799365072,4198115551,,,,,
1273788520,1757027020,0,111968267,0,2,Jir??n Ca????n del Pato,residential,30,59.658,1757027020,1273788520,,,,,
1273788520,5393459743,0,111902062,1,2,Jir??n Marginal de la Selva,residential,40,79.152,1273788520,5393459743,,,,,
1273788520,3454181641,0,111968267,0,2,Jir??n Ca????n del Pato,residential,30,77.976,3454181641,1273788520,,,,,
1273788520,1757027036,0,111902062,1,2,Jir??n Marginal de la Selva,residential,40,138.32,1757027036,1273788520,,,,,
1757027020,5494815983,0,111891820,1,2,Jir??n Quiroga,residential,40,138.728,1757027020,5494815983,,,,,
3454181641,3454181638,0,111968267,0,2,Jir??n Ca????n del Pato,residential,30,72.463,3454181638,3454181641,,,,,
3454181641,3454181639,0,338341625,0,2,Jir??n Fortaleza de Paramonga,residential,30,280.063,3454181639,3454181641,,,,,
1273788794,3214772987,0,764082422,1,2,Jir??n Jose Gabriel Aguilar Segura,tertiary,40,75.979,1273788794,3214772987,,,,,
3214772987,3214772979,0,457508219,1,3,Avenida Paseo de la Rep??blica,tertiary,40,105.686,3214772987,3214772979,,,,,
1273789354,3265187303,0,528250563,0,,Jir??n FAP. Jorge Chamot Biggs,residential,30,104.374,3265187303,1273789354,,,,,
1273789354,1753159141,0,111916022,0,,Jir??n San Esteban,residential,30,57.948,1753159141,1273789354,,,,,
3265187303,4617731602,0,528250563,0,,Jir??n FAP. Jorge Chamot Biggs,residential,30,37.438,4617731602,3265187303,,,,,
1753159141,1753159156,0,111916022,0,,Jir??n San Esteban,residential,30,144.362,1753159156,1753159141,,,,,
1753159141,4396814598,0,163648781,0,,Calle San Gonzalo,residential,,106.815,4396814598,1753159141,,,,,
6042913553,4365029986,0,"[111945426, 416304122]",1,2,"['Avenida Primavera', 'Avenida Los Precursores']","['secondary', 'tertiary']","['40', '30']",130.87,6042913553,4365029986,,,,,
6042913553,4353114696,0,"[416304122, 813007230]",1,2,Avenida Primavera,secondary,30,22.689,4353114696,6042913553,,,,,
1273792907,4396433521,0,111923416,0,2,Jir??n Vi??a Lariena,residential,,46.889,4396433521,1273792907,,,,,
4396433521,1839460751,0,111923416,0,2,Jir??n Vi??a Lariena,residential,,53.317,1839460751,4396433521,,,,,
4396433521,5598001000,0,275284837,0,,Calle Vi??a Tabernero,residential,,147.874,5598001000,4396433521,,,,,
1273792969,4291002134,0,327624907,1,2,Avenida Alfredo Benavides,primary,60,53.895,1273792969,4291002134,,,,,
1707072875,1273853203,0,111884018,0,,Calle Mar Adriatico,living_street,30,134.605,1273853203,1707072875,,,,,
1707072875,1707072893,0,111894168,0,2,Oc?®ano Atl?íntico,living_street,40,72.889,1707072893,1707072875,,,,,
1273881488,5416908102,0,561833545,0,,Calle Mar Cantabrico,living_street,,72.782,5416908102,1273881488,,,,,
1273794898,4170733726,0,813007229,1,3,Avenida Primavera,primary,50,106.511,1273794898,4170733726,,,,,
1273794898,7073438450,0,813007232,1,,Avenida Buena Vista,primary_link,40,8.315,7073438450,1273794898,,,,,
1273794898,4170785949,0,806646478,1,3,Avenida Primavera,primary,50,10.519,4170785949,1273794898,,,,,
5413184055,5413184057,0,561370580,0,,Calle Mart?¡n Pizarro,residential,,35.858,5413184057,5413184055,,,,,
1273796337,1753892020,0,163713609,0,2,Jir??n Sagitario,residential,,79.483,1753892020,1273796337,,,,,
1273796337,1753159294,0,163713609,0,2,Jir??n Sagitario,residential,,98.419,1753159294,1273796337,,,,,
1273796337,4198130249,0,419814124,0,,Calle Zeus,residential,,86.495,4198130249,1273796337,,,,,
1753892020,2990005231,0,163713609,0,2,Jir??n Sagitario,residential,,162.654,2990005231,1753892020,,,,,
1753892020,1753892011,0,173699505,0,,Jir??n Maximiliano Velarde,residential,,82.672,1753892011,1753892020,,,,,
1753159294,4396432184,0,163648821,0,,Jir??n Sagitario,residential,,52.639,4396432184,1753159294,,,,,
1753159294,1844716807,0,419812694,0,,Jir??n Las Gaviotas,residential,,54.843,1844716807,1753159294,,,,,
1753159294,4198115725,0,419812694,0,,Jir??n Las Gaviotas,residential,,88.566,4198115725,1753159294,,,,,
4198130249,1753892009,0,438441352,0,,Jir??n Ariadna,residential,,31.361,1753892009,4198130249,,,,,
4198130249,4198115725,0,438441352,0,,Jir??n Ariadna,residential,,98.992,4198115725,4198130249,,,,,
1273798943,8070449703,0,111895194,0,2,Jir??n Los Jacintos,residential,,69.752,8070449703,1273798943,,,,,
8070449703,1757641816,0,111895194,0,2,Jir??n Los Jacintos,residential,,93.814,1757641816,8070449703,,,,,
8070449703,8070449704,0,865819711,0,1,Pasaje Pacora,residential,,52.614,8070449704,8070449703,,,,,
4363323281,1757027037,0,317027859,0,,Avenida Los Celajes,residential,,52.907,1757027037,4363323281,,,,,
4363323281,1757042206,0,438609675,0,,Alameda del Sereno,living_street,,84.591,1757042206,4363323281,,,,,
5446017017,1757027056,0,438629878,0,,Pasaje El Zodiaco,residential,,50.714,1757027056,5446017017,,,,,
5446017017,1757042206,0,438629878,0,,Pasaje El Zodiaco,residential,,84.975,1757042206,5446017017,,,,,
4483147989,4483148007,0,451480865,0,,,residential,,262.787,4483148007,4483147989,,,,,
1273804290,3454164696,0,111969731,1,1,Avenida Los Precursores,tertiary,40,59.793,1273804290,3454164696,,,,,
3454164696,4365007380,0,111969731,1,1,Avenida Los Precursores,tertiary,40,63.971,3454164696,4365007380,,,,,
3454164696,3975077282,0,438850969,1,,Monte Flor,residential,30,71.188,3454164696,3975077282,,,,,
4198130226,1753159282,0,111957265,0,,Calle Nicol?ís Copernico,residential,,58.768,1753159282,4198130226,,,,,
4198130226,1753891954,0,111903334,0,,Jir??n Cmdte. FAP. Guillermo Brennert,residential,30,116.17,1753891954,4198130226,,,,,
4198130226,4396432170,0,111946338,0,,Jir??n FAP. Jorge Chamot Biggs,residential,,196.164,4396432170,4198130226,,,,,
1273809579,1780635214,0,147186314,1,2,Jir??n Coronel Francisco Bolognesi,residential,40,15.127,1273809579,1780635214,,,,,
1273809579,5364045367,0,556049903,0,1,Pasaje Santa Rosa,residential,,151.531,5364045367,1273809579,,,,,
1273809579,1603986923,0,147186314,1,2,Jir??n Coronel Francisco Bolognesi,residential,40,94.259,1603986923,1273809579,,,,,
1780635214,7830131002,0,166626387,0,2,Calle Lucio Mansilla,residential,,11.988,7830131002,1780635214,,,,,
5434317049,8070449692,0,563957731,0,2,Calle Las Retamas,residential,,33.233,8070449692,5434317049,,,,,
1273951208,1273897836,0,111895969,0,2,Jir??n Ernesto Diez Canseco,residential,,91.931,1273897836,1273951208,,,,,
1273951208,2011554167,0,190515319,0,2,Jir??n Chimu Capac,residential,,53.204,2011554167,1273951208,,,,,
1273951208,2011554166,0,190515329,0,2,Jir??n Chimu Capac,residential,,55.204,2011554166,1273951208,,,,,
1599026334,3205410829,0,314492239,0,2,Calle Quebranta,residential,,89.319,3205410829,1599026334,,,,,
1599026334,3261272014,0,513662529,0,2,Jir??n Las Uvas,tertiary,30,56.449,3261272014,1599026334,,,,,
1707072794,4487658127,0,111894168,0,2,Oc?®ano Atl?íntico,living_street,40,60.499,4487658127,1707072794,,,,,
4274242348,4274242345,0,428305178,0,,,living_street,,54.446,4274242345,4274242348,,,,,
4396923103,3777377070,0,374362282,0,2,Jir??n Rub?®n Dar?¡o,residential,,121.472,3777377070,4396923103,,,,,
1273876038,4170786712,0,416304142,1,,Jir??n Monterrey,tertiary,35,76.642,1273876038,4170786712,,,,,
1273824387,1707072819,0,"[640065449, 1009171884]",1,,Avenida Javier Prado Este,"['living_street', 'residential']",40,31.806,1273824387,1707072819,,,,,
1273824387,1707072922,0,"[1009171885, 111906079]",0,,Jir??n Los Talianes,"['living_street', 'residential']",,49.773,1707072922,1273824387,,,,,
1707072819,1707072800,0,111913423,0,,Calle Rep??blica de Libano,living_street,30,102.221,1707072800,1707072819,,,,,
1273837339,4198077770,0,111933388,0,2,Jir??n Los Herrerillos,residential,,33.395,4198077770,1273837339,,,,,
4198077770,4198077783,0,111933388,0,2,Jir??n Los Herrerillos,residential,,12.813,4198077783,4198077770,,,,,
4198077770,4198077773,0,419809081,0,,Calle Los Alamos,residential,,54.467,4198077773,4198077770,,,,,
1753954501,1753954499,0,163717252,1,2,Calle Do??a Mercedes,residential,,65.779,1753954501,1753954499,,,,,
1753954501,1753954486,0,163717246,0,2,Calle Do??a Cecilia,residential,,146.36,1753954486,1753954501,,,,,
1753954494,1753954486,0,163717247,0,2,Calle Do??a Marcela,residential,,64.547,1753954486,1753954494,,,,,
1753954494,3245299596,0,427836452,0,2,Calle Do??a Catalina,residential,,75.286,3245299596,1753954494,,,,,
1273839770,1273892055,0,111949258,0,,Jir??n Esteban Camere,residential,30,51.907,1273892055,1273839770,,,,,
1273839770,1753159122,0,111949258,0,,Jir??n Esteban Camere,residential,30,354.685,1753159122,1273839770,,,,,
1273839770,1753159122,1,163648794,0,,Calle Saturno,residential,,166.097,1753159122,1273839770,,,,,
1273892055,1753159099,0,163648788,0,,Calle Plut??n,residential,,188.026,1753159099,1273892055,,,,,
1273892055,1273962405,0,572180210,0,,Jir??n Esteban Camere,residential,,56.915,1273962405,1273892055,,,,,
1273892055,3016677628,0,643472019,1,,Jir??n Esteban Camere,residential,,90.014,3016677628,1273892055,,,,,
1753159122,1753159099,0,111949258,0,,Jir??n Esteban Camere,residential,30,51.485,1753159099,1753159122,,,,,
1957555468,8921937136,0,"[111928724, 964541021]",0,,"['Pasaje Luyando', 'Calle Melit??n Carbajal']",residential,,141.378,8921937136,1957555468,,,,,
1753136122,1753136180,0,111910517,0,2,Alameda Coronel Jos?® Andr?®s R?ízuri,residential,30,170.426,1753136180,1753136122,,,,,
1753136122,1753136137,0,163644077,0,,Jir??n de Hermilio Valdiz?ín Medrano,residential,20,77.169,1753136137,1753136122,,,,,
1273980271,1753920985,0,275284561,0,2,Jir??n Vi??a Picasso,tertiary,,100.565,1753920985,1273980271,,,,,
4273972349,4273972354,0,428270738,0,1,,living_street,,90.72,4273972354,4273972349,,,,,
5581422303,4144468056,0,413116608,1,1,,motorway_link,60,114.313,5581422303,4144468056,,,,,
1273848491,1753159018,0,163648802,0,,Calle Capit?ín FAP Ren?ín El?¡as Olivera,residential,30,244.269,1753159018,1273848491,,,,,
1273848491,1753159011,0,310015515,0,,Jir??n Capit?ín Pedro Canga,residential,,224.716,1753159011,1273848491,,,,,
1273848491,3153724398,0,310015515,0,,Jir??n Capit?ín Pedro Canga,residential,,63.236,3153724398,1273848491,,,,,
1753159018,1753159011,0,163648812,1,2,Calle General FAP Federico Recavarren,residential,30,52.108,1753159011,1753159018,,,,,
1753159011,1753159009,0,163648812,1,2,Calle General FAP Federico Recavarren,residential,30,41.106,1753159009,1753159011,,,,,
1273848752,6495435009,0,111909244,0,,Benjamin Franklin,residential,,91.004,6495435009,1273848752,,,,,
1273848752,1273964803,0,111909244,0,,Benjamin Franklin,residential,,50.487,1273964803,1273848752,,,,,
1273848752,1753891954,0,111947849,0,,Jir??n Vittore Carpaccio,residential,,45.372,1753891954,1273848752,,,,,
6495435009,4198115734,0,111909244,0,,Benjamin Franklin,residential,,110.597,4198115734,6495435009,,,,,
6495435009,1753891950,0,163710800,0,,Calle Rodrigo Franco,residential,,53.225,1753891950,6495435009,,,,,
6495435009,4198115737,0,163710800,0,,Calle Rodrigo Franco,residential,,53.642,4198115737,6495435009,,,,,
1273964803,1753159282,0,111909244,0,,Benjamin Franklin,residential,,55.369,1753159282,1273964803,,,,,
1753891954,1753891950,0,111903334,0,,Jir??n Cmdte. FAP. Guillermo Brennert,residential,30,84.805,1753891950,1753891954,,,,,
1273851939,1273872555,0,328619471,0,,Patapo,residential,30,68.957,1273872555,1273851939,,,,,
1273851939,3350764466,0,328619471,0,,Patapo,residential,30,180.589,3350764466,1273851939,,,,,
1273872555,4170733762,0,"[163605928, 416297418]",1,,Jir??n Domingo de la Presa,residential,30,134.369,1273872555,4170733762,,,,,
1273872555,5413184057,0,111926820,1,,Jir??n Domingo de la Presa,residential,,45.944,5413184057,1273872555,,,,,
1273853203,5416908102,0,111933779,0,,Calle Mar Mediterraneo,living_street,30,69.82,5416908102,1273853203,,,,,
1273858380,1273868619,0,111947469,0,,Calle Alfredo Icaza,tertiary,30,89.493,1273868619,1273858380,,,,,
1273858380,3216485110,0,111947469,0,,Calle Alfredo Icaza,tertiary,30,47.516,3216485110,1273858380,,,,,
1273858380,1273961735,0,310015519,0,,Jir??n Marte,residential,30,35.28,1273961735,1273858380,,,,,
1273868619,3216485102,0,111947469,0,,Calle Alfredo Icaza,tertiary,30,68.415,3216485102,1273868619,,,,,
1273868619,1753159075,0,111886485,0,2,Avenida Antares,tertiary,30,62.838,1753159075,1273868619,,,,,
1273868619,3216485106,0,"[643472022, 315527943]",0,2,"['Avenida Antares', 'Calle Prospero Rosado']",residential,30,159.425,3216485106,1273868619,,,,,
3216485110,3216485114,0,111947469,0,,Calle Alfredo Icaza,tertiary,30,16.121,3216485114,3216485110,,,,,
3216485110,3216485111,0,315527944,1,,,residential,,62.22,3216485111,3216485110,,,,,
1273961735,3153724417,0,310015519,0,,Jir??n Marte,residential,30,35.853,3153724417,1273961735,,,,,
1753891993,4198115719,0,111946338,0,,Jir??n FAP. Jorge Chamot Biggs,residential,,61.425,4198115719,1753891993,,,,,
1273866381,1753892073,0,111926474,0,,Jir??n Vulcano,residential,,58.193,1753892073,1273866381,,,,,
1273866381,4396433511,0,111926474,0,,Jir??n Vulcano,residential,,54.002,4396433511,1273866381,,,,,
1273866381,1844848275,0,173717011,0,,Calle San Miguel,residential,,69.302,1844848275,1273866381,,,,,
1753892073,2799240523,0,173699505,0,,Jir??n Maximiliano Velarde,residential,,53.797,2799240523,1753892073,,,,,
1753892073,2990052045,0,111926474,0,,Jir??n Vulcano,residential,,100.15,2990052045,1753892073,,,,,
