"u,N,18,0","v,N,18,0","key,N,18,0","osmid,C,80","oneway,N,9,0","lanes,C,80","name,C,80","highway,C,80","maxspeed,C,80","length,N,24,15","from,N,18,0","to,N,18,0","ref,C,80","bridge,C,80","tunnel,C,80","junction,C,80","access,C,80"
434289266,4396501492,0,348827540,1,2,Jir??n Combate de Angamos,tertiary,30,159.74,434289266,4396501492,,,,,
434289266,434289267,0,513664264,1,2,Jir??n Almirante Miguel Grau,tertiary,40,77.697,434289267,434289266,,,,,
434289266,7050628376,0,146843515,1,2,Jir??n Arica,tertiary,30,38.525,7050628376,434289266,,,,,
4396501492,4396501493,0,441963964,0,,,residential,,37.678,4396501493,4396501492,,,,,
4396501492,4396500661,0,348827540,1,2,Jir??n Combate de Angamos,tertiary,30,96.045,4396501492,4396500661,,,,,
434289267,7050628375,0,642318039,1,2,Jir??n Tacna,tertiary,30,37.209,434289267,7050628375,,,,,
434289267,434289268,0,320013192,1,2,Jir??n Almirante Miguel Grau,residential,40,132.149,434289268,434289267,,,,,
434289267,4396501508,0,"[505616976, 128548362]",1,2,Jir??n Combate de Iquique,tertiary,40,244.172,4396501508,434289267,,,,,
7050628375,7050628373,0,642318039,1,2,Jir??n Tacna,tertiary,30,7.47,7050628375,7050628373,,,,,
7050628375,7050628376,0,754729317,0,,,residential,,77.221,7050628376,7050628375,,,,,
434289268,1273975501,0,320742859,1,2,Calle Do??a Delmira,tertiary,40,52.573,434289268,1273975501,,,,,
434289268,3638061080,0,28811075,1,2,Calle Do??a Delmira,tertiary,40,165.974,3638061080,434289268,,,,,
440185662,1837869142,0,913218834,1,2,Avenida Santiago de Surco,primary,60,70.613,440185662,1837869142,,,,,
440185517,440184620,0,37566500,0,2,Jir??n Los Tamarindos,residential,40,98.579,440184620,440185517,,,,,
440184620,440185001,0,37566500,0,2,Jir??n Los Tamarindos,residential,40,257.431,440185001,440184620,,,,,
440185001,440185893,0,120114606,1,2,Avenida Mariscal Ram??n Castilla,secondary,60,98.651,440185001,440185893,,,,,
440185893,3215280010,0,511833953,0,2,Jir??n Los Seibos,residential,30,13.32,3215280010,440185893,,,,,
1837869142,4328118507,0,434899246,1,2,Avenida Santiago de Surco,primary,40,184.203,4328118507,1837869142,,,,,
3215280010,1273485940,0,892990305,1,2,Avenida Mariscal Ram??n Castilla,secondary,60,29.274,3215280010,1273485940,,,,,
440186902,4396814913,0,320743564,1,3,Avenida Ayacucho,secondary,40,73.198,440186902,4396814913,,,,,
440186902,1753954516,0,111911036,1,2,Calle Do??a Consuelo,residential,,63.371,440186902,1753954516,,,,,
440186902,4067049941,0,320743564,1,3,Avenida Ayacucho,secondary,40,14.273,4067049941,440186902,,,,,
4396814913,4396814914,0,163717240,0,2,Calle Do??a Margarita,residential,,193.879,4396814914,4396814913,,,,,
4396814913,4396814912,0,320743564,1,3,Avenida Ayacucho,secondary,40,73.065,4396814913,4396814912,,,,,
1753954516,1753954520,0,111911036,1,2,Calle Do??a Consuelo,residential,,65.049,1753954516,1753954520,,,,,
1753954516,1753954526,0,163717241,1,2,Calle Do??a Rosaura,residential,,118.324,1753954526,1753954516,,,,,
3638061077,1957562196,0,37566461,1,2,Avenida Paseo de la Rep??blica,tertiary,40,16.066,3638061077,1957562196,,,,,
3638061077,3638061080,0,316901481,1,2,Avenida Ayacucho,secondary,50,79.586,3638061077,3638061080,,,,,
3638061077,4067050005,0,316901481,1,2,Avenida Ayacucho,secondary,50,108.914,4067050005,3638061077,,,,,
440189590,440189805,0,37566495,0,,Lancones,residential,,78.475,440189805,440189590,,,,,
440189805,440189806,0,37566495,0,,Lancones,residential,,92.098,440189806,440189805,,,,,
440189805,440189871,0,37566510,0,2,Jir??n Los Carrizos,residential,,157.911,440189871,440189805,,,,,
440189806,440189811,0,291058530,0,,los Horcones,residential,,159.57,440189811,440189806,,,,,
440189871,440189811,0,315412320,0,2,Jir??n Los Tamarindos,residential,40,88.198,440189811,440189871,,,,,
440189843,1273485940,0,892990305,1,2,Avenida Mariscal Ram??n Castilla,secondary,60,69.318,1273485940,440189843,,,,,
440192922,440192926,0,37566645,1,2,Avenida El Sauce,tertiary,50,159.399,440192922,440192926,,,,,
440192922,440196905,0,37566783,1,2,Jir??n Alicante,residential,,53.199,440192922,440196905,,,,,
440192926,440192927,0,37566645,1,2,Avenida El Sauce,tertiary,50,57.423,440192926,440192927,,,,,
440192926,5312406061,0,37566804,0,,Calle Vizcaya,residential,,54.002,5312406061,440192926,,,,,
440196905,440197009,0,37566803,0,,Calle Murcia,residential,,53.517,440197009,440196905,,,,,
440196905,440196341,0,37566783,1,2,Jir??n Alicante,residential,,67.408,440196905,440196341,,,,,
440192927,440192929,0,37566645,1,2,Avenida El Sauce,tertiary,50,49.606,440192927,440192929,,,,,
440192927,440196859,0,37566809,0,,Calle Tarragona,residential,,120.185,440196859,440192927,,,,,
5312406061,440197009,0,37566803,0,,Calle Murcia,residential,,74.332,440197009,5312406061,,,,,
5312406061,440196851,0,37566804,0,,Calle Vizcaya,residential,,97.448,440196851,5312406061,,,,,
440192929,440192930,0,37566645,1,2,Avenida El Sauce,tertiary,50,110.123,440192929,440192930,,,,,
440192929,440196867,0,37566821,0,2,Calle Cuenca,residential,,94.741,440196867,440192929,,,,,
440196859,440196867,0,37566798,0,,Calle Almeria,residential,,50.787,440196867,440196859,,,,,
440196859,440196851,0,37566798,0,,Calle Almeria,residential,,54.234,440196851,440196859,,,,,
440192930,440192932,0,37566645,1,2,Avenida El Sauce,tertiary,50,111.239,440192930,440192932,,,,,
440192930,440198030,0,37566834,0,2,Calle Madrid,residential,,65.533,440198030,440192930,,,,,
440192932,440192933,0,37566645,1,2,Avenida El Sauce,tertiary,50,83.862,440192932,440192933,,,,,
440192932,440198009,0,37566825,0,2,Calle Santander,residential,,42.047,440198009,440192932,,,,,
440198030,440197715,0,37566834,0,2,Calle Madrid,residential,,57.241,440197715,440198030,,,,,
440198030,440198009,0,37566836,0,,Calle Bilbao,residential,,106.955,440198009,440198030,,,,,
440192933,440197713,0,37566824,0,2,Calle Valencia,residential,,75.414,440197713,440192933,,,,,
440198009,440197714,0,37566825,0,2,Calle Santander,residential,,52.535,440197714,440198009,,,,,
440197713,440197714,0,438661167,1,3,Avenida Aviaci??n,primary,60,84.039,440197713,440197714,,,,,
440197713,1273706925,0,438661167,1,3,Avenida Aviaci??n,primary,60,9.29,1273706925,440197713,,,,,
440196341,440196633,0,37566783,1,2,Jir??n Alicante,residential,,53.925,440196341,440196633,,,,,
440196633,440196839,0,37566798,0,,Calle Almeria,residential,,55.307,440196839,440196633,,,,,
440196633,440196538,0,37566783,1,2,Jir??n Alicante,residential,,51.84,440196633,440196538,,,,,
440196538,1273650070,0,438661167,1,3,Avenida Aviaci??n,primary,60,124.206,440196538,1273650070,,,,,
440196839,440196851,0,37566798,0,,Calle Almeria,residential,,54.887,440196851,440196839,,,,,
440196839,440197009,0,37566806,0,,Calle Logro??o,residential,,117.504,440197009,440196839,,,,,
440197714,440197715,0,438661167,1,3,Avenida Aviaci??n,primary,60,106.553,440197714,440197715,,,,,
4067069422,3245706086,0,318176107,1,,Jir??n El Escorial,residential,,44.252,3245706086,4067069422,,,,,
3245706085,4067069421,0,33820506,0,2,Paseo Los Rosales,residential,,11.843,4067069421,3245706085,,,,,
440918129,440918260,0,37615316,1,2,Avenida Santiago de Surco,secondary,40,64.961,440918129,440918260,,,,,
440918129,2761900752,0,437461660,1,2,Avenida Velasco Astete,secondary,60,59.984,2761900752,440918129,,,,,
440918129,3231006281,0,643473719,1,2,Avenida Santiago de Surco,primary_link,40,93.446,3231006281,440918129,,,,,
440918260,3245299637,0,37615316,1,2,Avenida Santiago de Surco,secondary,40,34.8,440918260,3245299637,,,,,
440918260,3247349769,0,37615357,1,2,Calle Guillermo de La Flor,residential,,66.603,3247349769,440918260,,,,,
440918134,2761900735,0,37615355,1,2,Jir??n Reynaldo Moron,residential,,67.28,440918134,2761900735,,,,,
440918134,2761900752,0,437461660,1,2,Avenida Velasco Astete,secondary,60,140.42,440918134,2761900752,,,,,
2761900735,3247349769,0,37615357,1,2,Calle Guillermo de La Flor,residential,,101.957,2761900735,3247349769,,,,,
2761900735,4396910712,0,37615355,1,2,Jir??n Reynaldo Moron,residential,,113.164,2761900735,4396910712,,,,,
2761900752,2761900769,0,409103374,1,1,Calle Francisco Lanata,residential,40,102.345,2761900752,2761900769,,,,,
440918328,440918326,0,37615344,0,,Calle Luis Reynafarge Hurtado,residential,,60.933,440918326,440918328,,,,,
440918328,440918325,0,37615345,0,,Calle Arrigo Vanini,residential,,50.05,440918325,440918328,,,,,
440918245,440918243,0,37615314,0,2,Enrique Rolandi Z.,residential,,58.278,440918243,440918245,,,,,
440918245,440918267,0,37615317,0,2,Jir??n Juan de Rada,residential,,60.526,440918267,440918245,,,,,
4365805571,8234720595,0,438939889,1,1,,primary_link,30,6.098,8234720595,4365805571,,,,,
440918165,440918157,0,37615306,1,2,Jir??n Pedro Abad Galiante,residential,,64.056,440918165,440918157,,,,,
440918165,440918179,0,37615307,0,,Jir??n Arturo Aguilar,residential,,252.421,440918179,440918165,,,,,
440918149,440918179,0,37615308,1,2,Jir??n Rey de Bahamonde,residential,,80.489,440918179,440918149,,,,,
440918157,440918163,0,37615306,1,2,Jir??n Pedro Abad Galiante,residential,,35.463,440918157,440918163,,,,,
440918163,5445959225,0,37615306,1,2,Jir??n Pedro Abad Galiante,residential,,57.941,440918163,5445959225,,,,,
440918163,440918189,0,37615309,1,2,Jir??n Augusto Wiese,residential,30,61.149,440918163,440918189,,,,,
440918161,5445959225,0,37615306,1,2,Jir??n Pedro Abad Galiante,residential,,58.561,5445959225,440918161,,,,,
5445959225,440918227,0,37615311,1,2,Jir??n Santigo Antunez de Mayolo,residential,30,61.124,440918227,5445959225,,,,,
440918189,440918227,0,318283092,0,2,Jir??n Manuel Herrera Pomareda,residential,30,57.722,440918227,440918189,,,,,
440918189,440918192,0,37615309,1,2,Jir??n Augusto Wiese,residential,30,61.863,440918189,440918192,,,,,
440918189,440918230,0,318283092,0,2,Jir??n Manuel Herrera Pomareda,residential,30,176.909,440918230,440918189,,,,,
440918227,440918225,0,37615311,1,2,Jir??n Santigo Antunez de Mayolo,residential,30,67.63,440918225,440918227,,,,,
440918192,440918194,0,37615309,1,2,Jir??n Augusto Wiese,residential,30,83.41,440918192,440918194,,,,,
440918192,440918241,0,37615314,0,2,Enrique Rolandi Z.,residential,,57.65,440918241,440918192,,,,,
440918230,8234720595,0,37615312,1,2,Jir??n Enrique Salazar Barreto,residential,30,70.377,440918230,8234720595,,,,,
440918230,440918243,0,37615315,0,2,Jir??n Enrique Salazar Barreto,residential,30,70.386,440918243,440918230,,,,,
440918194,440918195,0,37615309,1,2,Jir??n Augusto Wiese,residential,30,65.828,440918194,440918195,,,,,
440918194,440918275,0,37615323,0,2,Alberto Acosta,residential,,65.471,440918275,440918194,,,,,
440918241,440918242,0,37615314,0,2,Enrique Rolandi Z.,residential,,53.948,440918242,440918241,,,,,
440918241,440918275,0,37615366,0,2,Jose Navarro,residential,,100.061,440918275,440918241,,,,,
440918195,440918272,0,37615319,1,1,Jir??n Juan German L.,residential,40,122.89,440918195,440918272,,,,,
440918195,440918197,0,37615309,1,2,Jir??n Augusto Wiese,residential,30,65.347,440918195,440918197,,,,,
440918195,440918223,0,37615319,1,1,Jir??n Juan German L.,residential,40,57.326,440918223,440918195,,,,,
440918275,440918274,0,37615323,0,2,Alberto Acosta,residential,,53.905,440918274,440918275,,,,,
440918272,440918248,0,37615319,1,1,Jir??n Juan German L.,residential,40,60.535,440918272,440918248,,,,,
440918272,440918276,0,37615325,0,2,Leonardo Alvario,residential,,65.409,440918276,440918272,,,,,
440918197,440918278,0,37615327,0,2,Eduardo Aranibar,residential,,62.864,440918278,440918197,,,,,
440918197,440918198,0,37615309,1,2,Jir??n Augusto Wiese,residential,30,121.326,440918197,440918198,,,,,
440918278,440918276,0,37615327,0,2,Eduardo Aranibar,residential,,66.808,440918276,440918278,,,,,
440918278,440918279,0,37615328,0,2,Pedro C??rdova,residential,,60.135,440918279,440918278,,,,,
440918198,1273848913,0,37615309,1,2,Jir??n Augusto Wiese,residential,30,50.522,440918198,1273848913,,,,,
440918198,440918221,0,428330071,1,2,Jir??n Ismael Bielich Flores,residential,40,59.51,440918198,440918221,,,,,
440918198,440918280,0,428330071,1,2,Jir??n Ismael Bielich Flores,residential,40,62.633,440918280,440918198,,,,,
1273848913,440918199,0,37615309,1,2,Jir??n Augusto Wiese,residential,30,10.702,1273848913,440918199,,,,,
1273848913,1273666371,0,561049836,0,,,living_street,,58.524,1273666371,1273848913,,,,,
440918221,440918284,0,428330071,1,2,Jir??n Ismael Bielich Flores,residential,40,61.392,440918221,440918284,,,,,
440918221,440918222,0,37615311,1,2,Jir??n Santigo Antunez de Mayolo,residential,30,61.06,440918221,440918222,,,,,
440918221,1273666371,0,37615311,1,2,Jir??n Santigo Antunez de Mayolo,residential,30,51.711,1273666371,440918221,,,,,
440918199,440918200,0,37615309,1,2,Jir??n Augusto Wiese,residential,30,114.962,440918199,440918200,,,,,
440918199,440918320,0,37615340,0,2,Abelardo Murillo,residential,,61.086,440918320,440918199,,,,,
440918200,440918311,0,37615337,0,2,Jir??n Manuel Aguilar Durand,residential,40,65.016,440918311,440918200,,,,,
440918200,440918202,0,37615309,1,2,Jir??n Augusto Wiese,residential,30,63.958,440918200,440918202,,,,,
440918200,440918218,0,37615337,0,2,Jir??n Manuel Aguilar Durand,residential,40,58.115,440918218,440918200,,,,,
440918320,440918317,0,37615341,0,2,,residential,,52.77,440918317,440918320,,,,,
440918320,440918318,0,37615340,0,2,Abelardo Murillo,residential,,87.464,440918318,440918320,,,,,
440918311,440918310,0,37615337,0,2,Jir??n Manuel Aguilar Durand,residential,40,89.013,440918310,440918311,,,,,
440918311,440918317,0,37615341,0,2,,residential,,63.944,440918317,440918311,,,,,
440918202,440918385,0,37615361,0,2,Emilio Velarde,residential,,63.952,440918385,440918202,,,,,
440918218,440918312,0,37615337,0,2,Jir??n Manuel Aguilar Durand,residential,40,63.362,440918312,440918218,,,,,
440918218,440918220,0,37615311,1,2,Jir??n Santigo Antunez de Mayolo,residential,30,63.804,440918218,440918220,,,,,
440918385,440918384,0,37615361,0,2,Emilio Velarde,residential,,92.364,440918384,440918385,,,,,
440918390,440918389,0,37615363,0,2,Calle CAP Daniel Nieto,residential,,70.785,440918389,440918390,,,,,
440918390,8301473486,0,37615364,0,2,Calle Gustavo Yabar,residential,,80.283,8301473486,440918390,,,,,
440918208,440918263,0,37615316,1,2,Avenida Santiago de Surco,secondary,40,62.351,440918208,440918263,,,,,
440918208,440918211,0,37615316,1,2,Avenida Santiago de Surco,secondary,40,61.059,440918211,440918208,,,,,
440918263,440918258,0,37615316,1,2,Avenida Santiago de Surco,secondary,40,169.84,440918263,440918258,,,,,
440918263,440918389,0,37615363,0,2,Calle CAP Daniel Nieto,residential,,66.372,440918389,440918263,,,,,
440918211,440918213,0,427837330,1,2,Jir??n Santigo Antunez de Mayolo,residential,30,59.721,440918211,440918213,,,,,
440918211,6129081520,0,37615316,1,2,Avenida Santiago de Surco,secondary,40,14.353,6129081520,440918211,,,,,
440918213,440918215,0,37615311,1,2,Jir??n Santigo Antunez de Mayolo,residential,30,34.803,440918213,440918215,,,,,
440918213,4396910684,0,427846088,1,2,Jir??n Carlos Cueto Fernandini,residential,,46.762,4396910684,440918213,,,,,
440918215,440918340,0,37615354,0,,Jir??n Jos?® Cossio,residential,30,67.721,440918340,440918215,,,,,
440918340,6389812552,0,37615350,1,,Calle Jos?® Rag??z,residential,,63.9,6389812552,440918340,,,,,
440918331,440918333,0,37615347,0,,Calle Javier Moreno,residential,,55.131,440918333,440918331,,,,,
440918312,440918333,0,37615347,0,,Calle Javier Moreno,residential,,64.347,440918333,440918312,,,,,
440918220,1273666371,0,37615311,1,2,Jir??n Santigo Antunez de Mayolo,residential,30,61.065,440918220,1273666371,,,,,
440918220,440918323,0,37615342,0,,Calle Lorenzo Rokovich,residential,,62.352,440918323,440918220,,,,,
440918323,440918325,0,37615342,0,,Calle Lorenzo Rokovich,residential,,63.024,440918325,440918323,,,,,
440918323,440918326,0,37615343,0,,Calle Fernando Leon,residential,,51.656,440918326,440918323,,,,,
440918284,440918326,0,37615343,0,,Calle Fernando Leon,residential,,60.653,440918326,440918284,,,,,
440918284,440918285,0,428330071,1,2,Jir??n Ismael Bielich Flores,residential,40,55.182,440918284,440918285,,,,,
440918222,5444074482,0,37615333,0,,Calle Jorge Chueca,residential,,62.414,5444074482,440918222,,,,,
440918222,440918223,0,37615311,1,2,Jir??n Santigo Antunez de Mayolo,residential,30,125.201,440918222,440918223,,,,,
5444074482,440918303,0,37615333,0,,Calle Jorge Chueca,residential,,52.913,440918303,5444074482,,,,,
5444074482,5444074479,0,37615334,0,,Calle Capitan Alfredo Novoa Cava,residential,,56.637,5444074479,5444074482,,,,,
440918223,440918224,0,37615311,1,2,Jir??n Santigo Antunez de Mayolo,residential,30,66.413,440918223,440918224,,,,,
440918223,440918273,0,37615319,1,1,Jir??n Juan German L.,residential,40,63.637,440918273,440918223,,,,,
440918224,440918225,0,37615311,1,2,Jir??n Santigo Antunez de Mayolo,residential,30,54.458,440918224,440918225,,,,,
440918224,440918237,0,37615322,0,,Calle Joaqu?¡n Ortega,residential,,106.135,440918237,440918224,,,,,
440918225,440918238,0,37615320,0,,Calle Eugenio Campod??nico,residential,,112.262,440918238,440918225,,,,,
440918237,440918238,0,37615313,0,,Calle Ernesto C?írdenas,residential,,18.136,440918238,440918237,,,,,
440918243,440918247,0,37615315,0,2,Jir??n Enrique Salazar Barreto,residential,30,130.26,440918247,440918243,,,,,
440918243,440918242,0,37615314,0,2,Enrique Rolandi Z.,residential,,61.711,440918242,440918243,,,,,
440918273,5444074479,0,37615334,0,,Calle Capitan Alfredo Novoa Cava,residential,,68.569,5444074479,440918273,,,,,
440918242,440918274,0,37615367,0,2,Carlos Gald??s,residential,,118.67,440918274,440918242,,,,,
440918274,440918247,0,37615323,0,2,Alberto Acosta,residential,,58.634,440918247,440918274,,,,,
440918247,440918248,0,37615315,0,2,Jir??n Enrique Salazar Barreto,residential,30,64.626,440918248,440918247,,,,,
440918267,440918268,0,37615317,0,2,Jir??n Juan de Rada,residential,,134.334,440918268,440918267,,,,,
440918248,440918249,0,37615315,0,2,Jir??n Enrique Salazar Barreto,residential,30,128.358,440918249,440918248,,,,,
440918248,440918268,0,37615319,1,1,Jir??n Juan German L.,residential,40,60.313,440918248,440918268,,,,,
440918249,440918251,0,37615315,0,2,Jir??n Enrique Salazar Barreto,residential,30,62.849,440918251,440918249,,,,,
440918249,440918277,0,37615329,0,2,Alex Barclay,residential,,62.927,440918277,440918249,,,,,
440918251,440918252,0,37615315,0,2,Jir??n Enrique Salazar Barreto,residential,30,114.614,440918252,440918251,,,,,
440918251,440918283,0,428330071,1,2,Jir??n Ismael Bielich Flores,residential,40,59.01,440918251,440918283,,,,,
440918277,440918276,0,37615325,0,2,Leonardo Alvario,residential,,59.492,440918276,440918277,,,,,
